Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
18710,1,60,69,1000,2544584,2827933,42.49,0
18750,1,60,29,1000,2544546,2827860,35.3851,0
18790,1,60,989,1000,2544581,2827978,24.266,0
18830,1,60,949,1000,2544599,2827974,16.4748,0
18880,1,60,899,1000,2544603,2827985,15.748,0
18920,1,60,859,1000,2544583,2827960,17.0236,0
18960,1,60,819,1000,2544564,2827902,13.4981,0
19000,1,60,779,1000,2544548,2827938,2.89759,0
19040,1,60,739,1000,2544563,2827941,-10.3222,1
19100,1,60,679,1000,2544570,2827935,-18.9354,0
19140,1,60,639,1000,2544543,2827915,-21.6795,0
19180,1,60,599,1000,2544510,2827831,-24.3586,0
19220,1,60,559,1000,2544491,2827813,-30.9038,0
19260,1,60,519,1000,2544493,2827804,-38.3342,0
19300,1,60,479,1000,2544510,2827848,-39.9443,0
19320,1,60,459,1000,2544531,2827905,-31.154,0
19360,1,60,419,1000,2544558,2827990,-12.3474,0
19400,1,60,379,1000,2544556,2827982,10.7132,0
19440,1,60,339,1000,2544543,2827994,28.6063,0
19480,1,60,299,1000,2544555,2828003,36.0115,0
19540,1,60,239,1000,2544546,2827991,34.5392,0
19580,1,60,199,1000,2544526,2827959,26.3154,0
19620,1,60,159,1000,2544547,2828004,14.916,0
19660,1,60,119,1000,2544533,2828034,5.7254,0
19700,1,60,79,1000,2544516,2827993,-0.953725,0
19740,1,60,39,1000,2544521,2827992,-6.55985,1
19760,1,60,19,1000,2544500,2828003,-10.8432,0
19800,1,60,979,1000,2544493,2827931,-14.6649,0
19840,1,60,939,1000,2544470,2827964,-18.9241,0
19880,1,60,899,1000,2544488,2827978,-22.0196,0
19920,1,60,859,1000,2544481,2827986,-20.848,0
19970,1,60,809,1000,2544467,2827969,-16.3187,0
20010,1,60,769,1000,2544456,2827940,-12.2154,0
20050,1,60,729,1000,2544421,2827856,-11.5904,0
20090,1,60,689,1000,2544375,2827806,-17.5401,0
20130,1,60,649,1000,2544343,2827757,-30.1398,0
20170,1,60,609,1000,2544318,2827779,-44.3036,0
20210,1,60,569,1000,2544376,2827821,-49.3389,0
20250,1,60,529,1000,2544368,2827906,-36.8341,0
20290,1,60,489,1000,2544355,2827896,-13.0034,0
20330,1,60,449,1000,2544356,2827891,10.183,0
20390,1,60,389,1000,2544327,2827873,25.5248,0
20430,1,60,349,1000,2544344,2827916,31.3943,0
20470,1,60,309,1000,2544374,2827974,34.0628,0
20510,1,60,269,1000,2544365,2827953,38.7825,0
20550,1,60,229,1000,2544363,2827965,43.0191,0
20610,1,60,169,1000,2544397,2828021,45.5589,0
20650,1,60,129,1000,2544402,2828038,48.5205,0
20690,1,60,89,1000,2544373,2828022,48.6679,0
20730,1,60,49,1000,2544376,2828025,41.2539,0
20770,1,60,9,1000,2544342,2828020,26.5221,0
20830,1,60,949,1000,2544363,2828034,8.68442,0
20870,1,60,909,1000,2544373,2828045,-4.63921,1
20910,1,60,869,1000,2544355,2827980,-10.5101,0
20950,1,60,829,1000,2544327,2827941,-14.2466,0
20990,1,60,789,1000,2544303,2827881,-21.0947,0
21030,1,60,749,1000,2544302,2827898,-30.3107,0
21030,1,60,749,1000,2544273,2827911,-38.3953,0
21070,1,60,709,1000,2544296,2827941,-42.0655,0
21110,1,60,669,1000,2544312,2827994,-36.7955,0
21150,1,60,629,1000,2544305,2828015,-22.9219,0
21190,1,60,589,1000,2544283,2827973,-8.28448,0
21250,1,60,529,1000,2544243,2827921,-1.55387,0
21290,1,60,489,1000,2544263,2827937,-3.54805,0
21330,1,60,449,1000,2544249,2827925,-7.30916,0
21370,1,60,409,1000,2544239,2827930,-8.91124,0
21410,1,60,369,1000,2544264,2827989,-6.66758,0
21460,1,60,319,1000,2544246,2828001,0.419513,0
21500,1,60,279,1000,2544218,2827979,7.05051,0
21540,1,60,239,1000,2544210,2827940,8.05221,0
21580,1,60,199,1000,2544199,2827954,4.57523,0
21620,1,60,159,1000,2544197,2827968,0.297885,0
21660,1,60,119,1000,2544170,2827948,-3.10846,1
21660,1,60,119,1000,2544199,2827998,-4.1085,0
21700,1,60,79,1000,2544184,2828023,-0.373129,0
21740,1,60,39,1000,2544143,2828001,3.83829,0
21780,1,60,999,1000,2544105,2827932,0.848175,0
21820,1,60,959,1000,2544066,2827849,-11.0731,1
21880,1,60,899,1000,2544036,2827768,-27.8201,0
21920,1,60,859,1000,2544010,2827715,-43.0464,0
21960,1,60,819,1000,2543975,2827723,-52.4231,0
22000,1,60,779,1000,2543976,2827734,-53.6334,0
22040,1,60,739,1000,2543996,2827756,-43.2752,0
22100,1,60,679,1000,2543964,2827752,-23.0349,0
22140,1,60,639,1000,2543954,2827735,-1.9777,0
22180,1,60,599,1000,2543948,2827725,13.9283,0
22220,1,60,559,1000,2543938,2827733,24.1818,0
22260,1,60,519,1000,2543971,2827747,31.8945,0
22310,1,60,469,1000,2543980,2827768,41.7571,0
22350,1,60,429,1000,2543979,2827814,52.9942,0
22390,1,60,389,1000,2543979,2827830,60.8356,0
22430,1,60,349,1000,2543946,2827785,60.7456,0
22470,1,60,309,1000,2543943,2827795,50.8729,0
22510,1,60,269,1000,2543939,2827816,35.497,0
22520,1,60,259,1000,2543938,2827833,20.8933,0
22560,1,60,219,1000,2543906,2827815,8.79166,0
22600,1,60,179,1000,2543889,2827780,-2.79236,1
22640,1,60,139,1000,2543899,2827774,-12.685,0
22680,1,60,99,1000,2543888,2827783,-17.4659,0
22730,1,60,49,1000,2543844,2827685,-19.6863,0
22770,1,60,9,1000,2543835,2827679,-23.9822,0
22810,1,60,969,1000,2543833,2827675,-28.5564,0
22850,1,60,929,1000,2543833,2827636,-28.9181,0
22890,1,60,889,1000,2543852,2827711,-22.522,0
22950,1,60,829,1000,2543855,2827721,-9.53346,0
22990,1,60,789,1000,2543868,2827753,6.58771,0
23030,1,60,749,1000,2543846,2827732,20.1997,0
23070,1,60,709,1000,2543844,2827704,26.2834,0
23110,1,60,669,1000,2543853,2827727,25.5718,0
23150,1,60,629,1000,2543829,2827729,21.17,0
23170,1,60,609,1000,2543811,2827734,13.1027,0
23210,1,60,569,1000,2543813,2827769,3.05955,0
23250,1,60,529,1000,2543839,2827793,-2.88405,1
23290,1,60,489,1000,2543826,2827806,-1.47999,0
23330,1,60,449,1000,2543839,2827777,4.29717,0
23370,1,60,409,1000,2543820,2827788,9.9394,0
23410,1,60,369,1000,2543840,2827822,13.0164,0
23450,1,60,329,1000,2543810,2827787,12.7978,0
23490,1,60,289,1000,2543806,2827684,8.06465,0
23530,1,60,249,1000,2543783,2827724,-0.783042,0
23580,1,60,199,1000,2543785,2827745,-10.6818,1
23620,1,60,159,1000,2543772,2827716,-18.1541,0
23660,1,60,119,1000,2543722,2827618,-24.183,0
23700,1,60,79,1000,2543710,2827571,-31.9066,0
23740,1,60,39,1000,2543715,2827593,-37.9854,0
23800,1,60,979,1000,2543720,2827599,-36.5481,0
23840,1,60,939,1000,2543765,2827674,-24.1673,0
23880,1,60,899,1000,2543748,2827680,-2.90503,0
23920,1,60,859,1000,2543740,2827643,17.359,0
23960,1,60,819,1000,2543749,2827628,29.4625,0
24000,1,60,779,1000,2543779,2827660,35.6844,0
24040,1,60,739,1000,2543749,2827670,38.3211,0
24080,1,60,699,1000,2543741,2827647,34.7138,0
24120,1,60,659,1000,2543762,2827677,26.5185,0
24160,1,60,619,1000,2543774,2827735,20.3951,0
24220,1,60,559,1000,2543751,2827713,17.3194,0
24260,1,60,519,1000,2543772,2827735,14.5596,0
24300,1,60,479,1000,2543768,2827725,12.3237,0
24340,1,60,439,1000,2543716,2827710,7.43292,0
24380,1,60,399,1000,2543730,2827722,-3.42627,1
24440,1,60,339,1000,2543729,2827741,-14.831,0
24480,1,60,299,1000,2543712,2827702,-22.0505,0
24520,1,60,259,1000,2543706,2827721,-25.7938,0
24560,1,60,219,1000,2543697,2827676,-26.925,0
24600,1,60,179,1000,2543677,2827606,-26.7135,0
24640,1,60,139,1000,2543670,2827584,-26.5594,0
24660,1,60,119,1000,2543665,2827601,-25.7522,0
24700,1,60,79,1000,2543631,2827604,-24.5909,0
24730,1,60,49,1000,2543646,2827581,-23.4731,0
24770,1,60,9,1000,2543665,2827648,-18.1869,0
24820,1,60,959,1000,2543682,2827736,-5.40317,0
24860,1,60,919,1000,2543687,2827743,12.0971,0
24900,1,60,879,1000,2543665,2827731,26.9685,0
24940,1,60,839,1000,2543668,2827771,33.237,0
24980,1,60,799,1000,2543687,2827820,32.8021,0
25020,1,60,759,1000,2543730,2827867,33.2052,0
25070,1,60,709,1000,2543741,2827899,38.8429,0
25110,1,60,669,1000,2543699,2827884,43.5519,0
25150,1,60,629,1000,2543684,2827870,37.7278,0
25190,1,60,589,1000,2543714,2827901,23.49,0
25230,1,60,549,1000,2543685,2827910,8.86111,0
25270,1,60,509,1000,2543633,2827850,-6.98304,1
25290,1,60,489,1000,2543624,2827888,-26.3196,0
25330,1,60,449,1000,2543634,2827876,-42.5906,0
25370,1,60,409,1000,2543656,2827886,-47.0979,0
