Time (s),Red,IR
32.79,3090276,3096968
32.83,3090320,3097087
32.87,3090231,3096894
32.91,3089998,3096272
32.95,3089743,3095612
32.96,3089566,3095171
33.00,3089497,3095000
33.04,3089556,3095123
33.08,3089626,3095311
33.12,3089666,3095402
33.16,3089687,3095407
33.20,3089734,3095497
33.24,3089794,3095642
33.28,3089884,3095806
33.33,3089950,3096011
33.38,3089998,3096189
33.42,3090090,3096379
33.47,3090147,3096545
33.51,3090206,3096673
33.55,3090275,3096850
33.60,3090398,3097210
33.64,3090403,3097214
33.68,3090210,3096728
33.72,3089853,3095931
33.76,3089556,3095201
33.82,3089395,3094737
33.86,3089358,3094589
33.90,3089424,3094759
33.94,3089509,3094969
33.98,3089527,3095074
34.02,3089559,3095100
34.06,3089605,3095199
34.10,3089680,3095360
34.14,3089754,3095599
34.18,3089848,3095822
34.24,3089927,3096014
34.28,3090009,3096237
34.32,3090098,3096411
34.36,3090145,3096564
34.40,3090212,3096719
34.44,3090282,3096915
34.45,3090354,3097100
34.49,3090354,3097165
34.53,3090170,3096765
34.57,3089885,3095990
34.61,3089583,3095227
34.65,3089427,3094804
34.69,3089382,3094694
34.73,3089462,3094878
34.77,3089556,3095107
34.81,3089592,3095209
34.87,3089624,3095293
34.91,3089680,3095375
34.95,3089747,3095579
34.99,3089848,3095800
35.03,3089950,3096049
35.09,3090116,3096477
35.13,3090191,3096646
35.17,3090232,3096810
35.21,3090317,3096981
35.25,3090395,3097191
35.30,3090489,3097422
35.34,3090532,3097590
35.38,3090502,3097525
35.42,3090263,3096937
35.47,3089963,3096181
35.51,3089726,3095618
35.55,3089643,3095365
35.59,3089670,3095454
35.63,3089774,3095697
35.67,3089860,3095908
35.73,3089884,3096000
35.77,3089928,3096076
35.80,3089991,3096197
35.84,3090076,3096382
35.88,3090154,3096598
35.92,3090244,3096834
35.94,3090325,3097007
35.98,3090429,3097249
36.02,3090478,3097429
36.06,3090541,3097590
36.10,3090618,3097739
36.14,3090701,3097930
36.18,3090775,3098115
36.22,3090839,3098256
36.26,3090733,3098090
36.30,3090507,3097520
36.36,3090238,3096832
36.40,3090098,3096490
36.44,3090071,3096426
36.48,3090152,3096601
36.52,3090270,3096872
36.56,3090303,3096963
36.58,3090324,3097017
36.62,3090359,3097107
36.66,3090414,3097227
36.70,3090513,3097396
36.74,3090593,3097589
36.80,3090668,3097805
36.84,3090753,3098006
36.88,3090829,3098163
36.92,3090894,3098283
36.96,3090938,3098420
37.00,3091063,3098752
37.04,3091119,3098918
37.08,3091065,3098797
37.12,3090823,3098244
37.21,3090330,3096936
37.25,3090258,3096694
37.29,3090269,3096743
37.33,3090375,3096972
37.37,3090439,3097150
37.43,3090464,3097220
37.47,3090482,3097252
37.51,3090524,3097364
37.55,3090600,3097539
37.59,3090679,3097734
37.63,3090767,3097894
37.67,3090840,3098107
37.71,3090912,3098280
37.75,3090961,3098410
37.79,3091019,3098544
37.85,3091086,3098695
37.89,3091148,3098852
37.93,3091211,3099020
37.97,3091195,3098977
38.01,3090957,3098433
38.05,3090652,3097617
38.07,3090366,3096947
38.11,3090265,3096635
38.15,3090256,3096630
38.19,3090340,3096832
38.23,3090427,3097055
38.28,3090456,3097137
38.32,3090505,3097151
38.36,3090533,3097242
38.40,3090581,3097392
38.44,3090656,3097587
38.48,3090770,3097786
38.49,3090834,3098000
38.53,3090900,3098162
38.57,3090973,3098311
38.61,3091018,3098431
38.65,3091095,3098572
38.70,3091166,3098742
38.74,3091204,3098898
38.78,3091222,3098927
38.82,3091046,3098499
38.86,3090720,3097680
38.92,3090414,3096956
38.96,3090268,3096628
39.00,3090269,3096600
39.04,3090377,3096809
39.08,3090475,3097046
39.12,3090511,3097149
39.16,3090512,3097175
39.20,3090539,3097238
39.24,3090590,3097394
39.28,3090670,3097572
39.34,3090748,3097768
39.38,3090822,3097971
39.42,3090905,3098116
39.46,3090967,3098257
39.50,3090999,3098338
39.54,3091034,3098481
39.55,3091102,3098638
39.59,3091166,3098792
39.63,3091178,3098844
39.67,3091040,3098553
39.72,3090737,3097828
39.77,3090464,3097135
39.81,3090342,3096821
39.85,3090336,3096806
39.89,3090426,3097036
39.93,3090516,3097270
39.97,3090548,3097323
39.98,3090532,3097315
40.02,3090557,3097355
40.06,3090611,3097515
40.10,3090682,3097680
40.14,3090764,3097853
40.19,3090829,3098035
40.23,3090913,3098227
40.27,3090949,3098301
40.31,3091008,3098433
40.35,3091042,3098548
40.41,3091106,3098719
40.45,3091177,3098861
40.49,3091172,3098866
40.53,3090997,3098416
40.57,3090683,3097688
40.61,3090454,3097119
40.61,3090368,3096895
40.65,3090430,3096978
40.69,3090496,3097229
40.73,3090586,3097409
40.77,3090604,3097450
40.83,3090604,3097453
40.87,3090643,3097517
40.91,3090716,3097656
40.95,3090760,3097820
40.99,3090853,3098018
41.05,3090949,3098178
41.09,3090993,3098298
41.13,3091037,3098439
41.17,3091083,3098568
41.21,3091155,3098709
41.26,3091231,3098932
41.30,3091096,3098625
41.34,3090751,3097826
41.38,3090428,3096991
41.42,3090228,3096467
41.47,3090168,3096316
41.51,3090215,3096444
41.55,3090315,3096677
41.59,3090365,3096780
41.63,3090366,3096812
41.68,3090383,3096822
41.72,3090446,3096941
41.76,3090523,3097118
41.80,3090611,3097309
41.84,3090680,3097496
41.90,3090741,3097678
41.94,3090802,3097808
41.98,3090851,3097945
42.02,3090886,3098034
42.06,3090953,3098214
42.10,3091002,3098334
42.10,3091010,3098376
42.14,3090825,3097958
42.18,3090466,3097063
42.22,3090145,3096273
42.26,3090005,3095850
42.32,3089977,3095761
42.36,3090043,3095954
42.40,3090141,3096184
42.44,3090173,3096264
42.48,3090194,3096263
42.54,3090200,3096342
42.58,3090284,3096492
42.62,3090385,3096694
