Time (ms),Estimated HR (Hz),Estimated HR (bpm),Time to next peak (ms),Heart rate pulse interval (ms),Red LED ADC,IR LED ADC,Filtered,ZeroCross
197670,1.1521,69,88,867,1145399,1142987,46.0168,0
197710,1.1521,69,48,867,1145009,1142754,83.9717,0
197750,1.1521,69,8,867,1145057,1142861,117.157,0
197810,1.1521,69,815,867,1144650,1142597,90.0283,0
197850,1.1521,69,775,867,1145482,1143309,44.2511,0
197890,1.1521,69,735,867,1145795,1143289,92.9384,0
197930,1.1521,69,695,867,1145052,1142473,198.484,0
197970,1.1521,69,655,867,1144029,1141520,148.405,0
198011,1.14035,68,657,876,1144774,1142022,-84.218,1
198051,1.14035,68,617,876,1145007,1142260,-271.022,0
198091,1.14035,68,577,876,1144862,1142224,-289.868,0
198131,1.14035,68,537,876,1144205,1141811,-244.629,0
198171,1.14035,68,497,876,1144062,1141782,-256.072,0
198231,1.14035,68,437,876,1144984,1142528,-263.543,0
198271,1.14035,68,397,876,1145608,1143025,-104.641,0
198311,1.14035,68,357,876,1145344,1142861,198.122,0
198351,1.14035,68,317,876,1144507,1142307,408.089,0
198391,1.14035,68,277,876,1144796,1142576,383.176,0
198431,1.14035,68,237,876,1144807,1142340,223.817,0
198432,1.14035,68,236,876,1144447,1141774,44.7618,0
198472,1.24035,74,604,806,1144034,1141302,-144.32,1
198512,1.24035,74,564,806,1144363,1141488,-305.941,0
198552,1.24035,74,524,806,1144481,1141659,-349.932,0
198592,1.24035,74,484,806,1144269,1141576,-273.093,0
198651,1.24035,74,425,806,1144633,1141915,-137.669,0
198691,1.24035,74,385,806,1144738,1142070,30.9347,0
198731,1.24035,74,345,806,1144798,1142160,197.973,0
198771,1.24035,74,305,806,1145315,1142623,340.809,0
198811,1.24035,74,265,806,1145356,1142708,466.521,0
198870,1.24035,74,206,806,1145468,1142854,546.141,0
198910,1.24035,74,166,806,1146401,1143633,598.776,0
198950,1.24035,74,126,806,1147114,1143893,715.762,0
198990,1.24035,74,86,806,1146736,1143340,856.147,0
199030,1.24035,74,46,806,1146267,1142838,830.785,0
199070,1.24035,74,6,806,1147090,1143423,608.483,0
199092,1.24035,74,790,806,1147514,1143800,374.121,0
199132,1.24035,74,750,806,1146977,1143498,199.302,0
199172,1.21129,72,618,825,1146201,1143025,-42.1519,1
199212,1.21129,72,578,825,1146351,1143217,-394.397,0
199252,1.21129,72,538,825,1147355,1144009,-667.538,0
199311,1.21129,72,479,825,1147423,1144104,-683.026,0
199351,1.21129,72,439,825,1146574,1143573,-556.829,0
199391,1.21129,72,399,825,1146530,1143646,-506.322,0
199431,1.21129,72,359,825,1147935,1144740,-476.06,0
199471,1.21129,72,319,825,1148523,1144931,-265.831,0
199511,1.21129,72,279,825,1147852,1144198,54.7613,0
199513,1.21129,72,277,825,1147129,1143504,199.605,0
199553,1.21129,72,237,825,1148109,1144224,113.404,0
199593,1.21129,72,197,825,1148535,1144619,20.9617,0
199633,1.21129,72,157,825,1148310,1144533,28.4989,0
199673,1.21129,72,117,825,1147533,1144056,9.13578,0
199713,1.30838,78,573,764,1147692,1144293,-129.173,1
199753,1.30838,78,533,764,1148661,1145054,-251.713,0
199793,1.30838,78,493,764,1149111,1145435,-177.281,0
199833,1.30838,78,453,764,1148304,1144906,14.8407,0
199873,1.30838,78,413,764,1147502,1144410,60.6231,0
199933,1.20838,72,620,827,1148552,1145282,-73.0649,1
199973,1.20838,72,580,827,1149212,1145580,-135.99,0
200013,1.20838,72,540,827,1148329,1144740,-62.8445,0
200053,1.20838,72,500,827,1147254,1143822,-86.7638,0
200093,1.20838,72,460,827,1148146,1144487,-270.929,0
200154,1.20838,72,399,827,1148194,1144607,-403.642,0
200194,1.20838,72,359,827,1147349,1144074,-429.413,0
200234,1.20838,72,319,827,1146312,1143409,-515.428,0
200274,1.20838,72,279,827,1145687,1143052,-750.18,0
200314,1.20838,72,239,827,1146378,1143643,-981.379,0
200354,1.20838,72,199,827,1146956,1144130,-947.542,0
200354,1.20838,72,199,827,1146716,1144014,-605.037,0
200394,1.20838,72,159,827,1146266,1143781,-175.792,0
200434,1.20838,72,119,827,1146683,1144170,160.781,0
200474,1.20838,72,79,827,1146066,1143555,362.422,0
200573,1.20838,72,807,827,1142212,1140410,192.505,0
200613,1.26836,76,591,788,1142149,1140352,-516.067,1
200653,1.26836,76,551,788,1141816,1140198,-1350.79,0
200693,1.26836,76,511,788,1141719,1140264,-1807.81,0
200733,1.26836,76,471,788,1142770,1141095,-1672.1,0
200775,1.26836,76,429,788,1143757,1141835,-917.834,0
200815,1.26836,76,389,788,1144137,1142122,218.896,0
200855,1.26836,76,349,788,1142735,1141181,1236.62,0
200895,1.26836,76,309,788,1142420,1141044,1696.74,0
200935,1.26836,76,269,788,1143049,1141578,1634.81,0
200993,1.26836,76,211,788,1143919,1142300,1427.61,0
201033,1.26836,76,171,788,1143827,1142053,1319.78,0
201073,1.26836,76,131,788,1143297,1141449,1252.81,0
201113,1.26836,76,91,788,1142530,1140758,1054.62,0
201153,1.26836,76,51,788,1143305,1141344,731.312,0
201214,1.26836,76,778,788,1145336,1142958,575.616,0
201254,1.26836,76,738,788,1146817,1144071,855.804,0
201294,1.26836,76,698,788,1146250,1143696,1390.41,0
201334,1.26836,76,658,788,1145460,1143181,1672.08,0
201374,1.26836,76,618,788,1146430,1143993,1485.03,0
201414,1.26836,76,578,788,1148285,1145446,1137.4,0
201414,1.26836,76,578,788,1148997,1145985,970.514,0
201454,1.26836,76,538,788,1148080,1145382,895.934,0
201494,1.26836,76,498,788,1148605,1145835,664.198,0
201534,1.26836,76,458,788,1149089,1146003,296.951,0
201574,1.22536,73,612,816,1149002,1145734,-80.2643,1
201634,1.22536,73,552,816,1148436,1145204,-475.158,0
201674,1.22536,73,512,816,1149626,1146088,-839.251,0
201714,1.22536,73,472,816,1151329,1147427,-926.729,0
201754,1.22536,73,432,816,1151324,1147404,-652.494,0
201794,1.22536,73,392,816,1149903,1146501,-368.004,0
201836,1.22536,73,350,816,1149491,1146269,-448.252,0
201876,1.22536,73,310,816,1150240,1146911,-812.852,0
201916,1.22536,73,270,816,1150781,1147363,-1106.34,0
201956,1.22536,73,230,816,1150310,1147049,-1176.03,0
201996,1.22536,73,190,816,1149356,1146436,-1170.33,0
202056,1.22536,73,130,816,1150325,1147214,-1171.85,0
202096,1.22536,73,90,816,1150550,1147177,-1050.81,0
202136,1.22536,73,50,816,1149859,1146466,-815.648,0
202176,1.22536,73,10,816,1148931,1145698,-676.241,0
202216,1.22536,73,786,816,1149524,1146137,-683.122,0
202256,1.22536,73,746,816,1150118,1146636,-635.231,0
202276,1.22536,73,726,816,1149722,1146398,-426.965,0
202316,1.22536,73,686,816,1149131,1146030,-201.951,0
202356,1.22536,73,646,816,1149181,1146139,-84.8507,0
202396,1.22536,73,606,816,1149743,1146612,-7.11239,0
202436,1.22536,73,566,816,1149884,1146784,142.305,0
202497,1.22536,73,505,816,1149613,1146635,332.607,0
202537,1.22536,73,465,816,1149535,1146647,457.964,0
202577,1.22536,73,425,816,1150523,1147446,539.462,0
202617,1.22536,73,385,816,1150161,1146975,645.426,0
202657,1.22536,73,345,816,1149726,1146476,685.083,0
202697,1.22536,73,305,816,1149724,1146399,570.546,0
202717,1.22536,73,285,816,1150973,1147226,435.614,0
202757,1.22536,73,245,816,1150986,1147399,446.951,0
202797,1.22536,73,205,816,1149138,1146075,443.23,0
202837,1.22536,73,165,816,1148667,1145826,149.421,0
202877,1.17263,70,639,852,1149265,1146342,-320.495,1
202919,1.17263,70,597,852,1150348,1147188,-587.424,0
202959,1.17263,70,557,852,1149872,1146896,-504.843,0
202999,1.17263,70,517,852,1148441,1145880,-340.174,0
203039,1.17263,70,477,852,1148289,1145845,-374.652,0
203079,1.17263,70,437,852,1149852,1147059,-464.681,0
203137,1.17263,70,379,852,1149210,1146365,-370.814,0
203177,1.17263,70,339,852,1148726,1145856,-199.1,0
203217,1.17263,70,299,852,1148229,1145387,-142.643,0
203257,1.17263,70,259,852,1149202,1146096,-155.999,0
203297,1.17263,70,219,852,1148884,1145949,-96.8328,0
203337,1.17263,70,179,852,1148606,1145780,8.43982,0
203356,1.17263,70,160,852,1148616,1145851,71.3371,0
203396,1.17263,70,120,852,1148262,1145639,77.1892,0
203436,1.17263,70,80,852,1148242,1145716,33.5759,0
203476,1.27263,76,588,785,1148378,1145866,-8.98319,1
203516,1.27263,76,548,785,1148694,1146130,21.4023,0
203557,1.27263,76,507,785,1149220,1146584,168.155,0
203597,1.27263,76,467,785,1150862,1147821,491.642,0
203637,1.27263,76,427,785,1150009,1146957,921.059,0
203677,1.27263,76,387,785,1150183,1146864,1182.74,0
203717,1.27263,76,347,785,1149156,1145969,1090.74,0
203776,1.27263,76,288,785,1146771,1144163,531.958,0
203816,1.37263,82,546,728,1146064,1143822,-464.838,1
203856,1.37263,82,506,728,1147328,1144752,-1424.93,0
203896,1.37263,82,466,728,1148961,1145981,-1727.71,0
203936,1.37263,82,426,728,1148486,1145680,-1265.08,0
203978,1.37263,82,384,728,1146822,1144569,-575.46,0
204018,1.37263,82,344,728,1146890,1144674,-179.966,0
204058,1.37263,82,304,728,1147678,1145318,-56.1047,0
204098,1.37263,82,264,728,1148348,1145740,74.3259,0
204197,1.37263,82,165,728,1146079,1143582,186.006,0
204237,1.37263,82,125,728,1146921,1144130,101.896,0
204277,1.37263,82,85,728,1148064,1144957,22.8728,0
204317,1.37263,82,45,728,1148743,1145488,225.743,0
204357,1.37263,82,5,728,1147613,1144733,574.394,0
204417,1.37263,82,673,728,1146517,1144004,692.946,0
204457,1.37263,82,633,728,1147242,1144622,486.444,0
204497,1.37263,82,593,728,1148158,1145333,260.374,0
204537,1.37263,82,553,728,1147590,1144920,211.501,0
204577,1.37263,82,513,728,1146708,1144337,187.038,0
204639,1.37263,82,451,728,1146856,1144543,46.8252,0
204679,1.27263,76,588,785,1148374,1145571,-43.9758,1
204719,1.27263,76,548,785,1147573,1144711,58.7512,0
204759,1.27263,76,508,785,1146585,1143691,143.982,0
204799,1.27263,76,468,785,1146593,1143601,19.9252,0
204839,1.23086,73,609,812,1146889,1143860,-194.479,1
204839,1.23086,73,609,812,1147336,1144272,-297.411,0
204879,1.23086,73,569,812,1147050,1144130,-237.431,0
204919,1.23086,73,529,812,1146466,1143753,-144.801,0
204959,1.23086,73,489,812,1146318,1143735,-145.025,0
204999,1.23086,73,449,812,1146851,1144192,-186.553,0
205060,1.23086,73,388,812,1147176,1144463,-135.437,0
205100,1.23086,73,348,812,1146430,1143980,-13.421,0
205140,1.23086,73,308,812,1145997,1143752,20.0433,0
205180,1.33086,79,563,751,1147138,1144523,-12.0306,1
205220,1.33086,79,523,751,1146819,1144005,40.791,0
205260,1.33086,79,483,751,1146027,1143188,107.38,0
205300,1.33086,79,443,751,1146232,1143254,65.0934,0
205340,1.23086,73,609,812,1146616,1143551,-2.21252,1
205380,1.23086,73,569,812,1146803,1143771,22.52,0
205420,1.23086,73,529,812,1146323,1143502,105.404,0
205481,1.23086,73,468,812,1145855,1143221,116.495,0
205521,1.23086,73,428,812,1146206,1143546,32.0683,0
205561,1.2261,73,611,815,1146680,1143958,-17.1906,1
205601,1.2261,73,571,815,1146674,1144006,50.733,0
205641,1.2261,73,531,815,1145958,1143553,135.879,0
205681,1.2261,73,491,815,1145665,1143418,95.8575,0
205701,1.2261,73,471,815,1146897,1144313,9.03012,0
205741,1.2261,73,431,815,1146666,1143918,47.4533,0
205781,1.2261,73,391,815,1145805,1143000,123.32,0
205821,1.2261,73,351,815,1145659,1142806,62.8551,0
205861,1.20434,72,622,830,1146477,1143455,-57.8738,1
205922,1.20434,72,561,830,1146777,1143748,-53.1013,0
205962,1.20434,72,521,830,1146012,1143263,49.5109,0
206002,1.20434,72,481,830,1145552,1143013,60.7494,0
206042,1.18893,71,630,841,1146229,1143594,-33.054,1
206082,1.18893,71,590,841,1146687,1143988,-58.4177,0
