Time (s),Red,IR
74.374,2813272,3100385
74.414,2812911,3099792
74.454,2813174,3100568
74.494,2813956,3102087
74.534,2814394,3102841
74.577,2813835,3101429
74.617,2812696,3098905
74.657,2812397,3098436
74.697,2812769,3099529
74.737,2814529,3102884
74.782,2814679,3103174
74.822,2813607,3101056
74.862,2812823,3099427
74.902,2812530,3098892
74.942,2812794,3099627
74.982,2814018,3102094
74.987,2814704,3103432
75.027,2814535,3103199
75.067,2813801,3101527
75.107,2812877,3099369
75.147,2812391,3098652
75.188,2813032,3100301
75.228,2814229,3102516
75.268,2813768,3101666
75.308,2813077,3100009
75.348,2812832,3099282
75.392,2812745,3099096
75.432,2813414,3100583
75.472,2815039,3103584
75.512,2815039,3103666
75.552,2814228,3102206
75.596,2813595,3101023
75.636,2813162,3100267
75.676,2813210,3100472
75.716,2814488,3102875
75.756,2814133,3102173
75.797,2813233,3100018
75.837,2812780,3098966
75.877,2812632,3098835
75.917,2812893,3099727
75.957,2813896,3101920
76.003,2814773,3103535
76.043,2814303,3102592
76.083,2813611,3101154
76.123,2813244,3100537
76.163,2813555,3101420
76.205,2815094,3104210
76.245,2815337,3104664
76.285,2814768,3103348
76.325,2813856,3100921
76.365,2813130,3099225
76.411,2813029,3099289
76.451,2814129,3101772
76.491,2814926,3103445
76.531,2814867,3103449
76.571,2814276,3102205
76.612,2813724,3100872
76.652,2813395,3100383
76.692,2814296,3102524
76.732,2815690,3105018
76.772,2815264,3104102
76.814,2813799,3100642
76.854,2813251,3099350
76.894,2813341,3099860
76.934,2814290,3102120
76.974,2814941,3103275
77.022,2814240,3101744
77.062,2813818,3100892
77.102,2813504,3100259
77.142,2813543,3100634
77.182,2815073,3103712
77.225,2815588,3104679
77.265,2814697,3102695
77.305,2814006,3101230
77.345,2813744,3100843
77.385,2813920,3101338
77.43,2814646,3102729
77.47,2815214,3103789
77.51,2815092,3103404
77.55,2814209,3101388
77.59,2813721,3100352
77.636,2813841,3100817
77.676,2815549,3104285
77.716,2816442,3105773
77.756,2815982,3104583
77.796,2814938,3102351
77.837,2814363,3101267
77.877,2814145,3101162
77.917,2815195,3103558
77.957,2816015,3104983
77.997,2815090,3102646
78.039,2814025,3100201
78.079,2813921,3100158
78.119,2814054,3100602
78.159,2814252,3101217
78.199,2814654,3102320
78.239,2814777,3102561
78.279,2814447,3101588
78.319,2814173,3100970
78.359,2814041,3100827
78.399,2813998,3100798
78.444,2813824,3100460
78.484,2813766,3100365
78.524,2813794,3100449
78.564,2813738,3100194
78.604,2813492,3099469
78.65,2813243,3098899
78.69,2813213,3098860
78.73,2813429,3099399
78.77,2813644,3100166
78.81,2813770,3100577
78.85,2813768,3100493
78.856,2813678,3100314
78.896,2813654,3100268
78.936,2813595,3100212
78.976,2813661,3100435
79.016,2813928,3101106
79.058,2814074,3101432
79.098,2813880,3100845
79.138,2813177,3098961
79.178,2813018,3098592
79.218,2813185,3098981
79.26,2813420,3099634
79.3,2813584,3100202
79.34,2813599,3100385
79.38,2813601,3100475
79.42,2813692,3100724
79.466,2813783,3100978
79.506,2813749,3100910
79.546,2813633,3100612
79.586,2813605,3100601
79.626,2813669,3100739
79.674,2813503,3100225
79.714,2813033,3098893
79.754,2812726,3098077
79.794,2812557,3097695
79.834,2812487,3097600
79.879,2812553,3097836
79.919,2812634,3098142
79.959,2812816,3098591
79.999,2813038,3099126
80.039,2813096,3099229
80.081,2813059,3099224
80.121,2813087,3099227
80.161,2813060,3099139
80.201,2813035,3099066
80.241,2813065,3099086
80.281,2812936,3098710
80.281,2812834,3098348
80.321,2812794,3098218
80.361,2812814,3098296
80.401,2812825,3098308
80.441,2812858,3098351
80.482,2812952,3098639
80.522,2813126,3099210
80.562,2813208,3099510
80.602,2813161,3099363
80.642,2813064,3099132
80.687,2813070,3099226
80.727,2813128,3099409
80.767,2813213,3099635
80.807,2813382,3100151
80.847,2813461,3100274
80.891,2813391,3099992
80.931,2813634,3100490
80.971,2813819,3101094
81.011,2813922,3101392
81.051,2814042,3101661
81.098,2814115,3101873
81.138,2814107,3102039
81.178,2814324,3102644
81.218,2814414,3102929
81.258,2814302,3102686
81.305,2814156,3102278
81.345,2814087,3102050
81.385,2814041,3101954
81.425,2813956,3101885
81.465,2813799,3101434
81.507,2813466,3100365
81.547,2813326,3100032
81.587,2813457,3100465
81.627,2813519,3100634
81.667,2813699,3101145
81.712,2813890,3101618
81.752,2813772,3101466
81.792,2813696,3101371
81.832,2813697,3101356
81.872,2813746,3101259
81.918,2813735,3101202
81.958,2813716,3101203
81.998,2813648,3101283
82.038,2813741,3101652
82.078,2813640,3101279
82.118,2813124,3099660
82.119,2812786,3098860
82.159,2812896,3099263
82.199,2813174,3100042
82.239,2813346,3100484
82.279,2813459,3100722
82.32,2813446,3100530
82.36,2813363,3100325
82.4,2813346,3100480
82.44,2813415,3100912
82.48,2813539,3101314
82.525,2813518,3101517
82.565,2813374,3101565
82.605,2813235,3101435
82.645,2813108,3101325
82.685,2812802,3100612
82.726,2812687,3100289
82.766,2812669,3100292
82.806,2812656,3100379
82.846,2812692,3100586
82.886,2812706,3100717
82.927,2812755,3100918
82.967,2812740,3100897
83.007,2812777,3100928
83.047,2812824,3101063
83.087,2812874,3101250
83.13,2812899,3101421
83.17,2812985,3101671
83.21,2813014,3101934
83.25,2812950,3101825
83.29,2812731,3101270
83.333,2812664,3101061
83.373,2812658,3101019
83.413,2812679,3101104
83.453,2812734,3101320
83.493,2812813,3101548
83.535,2812866,3101640
83.575,2812861,3101601
83.615,2812878,3101587
83.655,2812875,3101586
83.695,2812873,3101622
83.74,2812888,3101699
83.78,2812915,3101774
83.82,2812883,3101687
83.86,2812760,3101343
83.9,2812694,3101154
83.943,2812712,3101229
83.983,2812717,3101285
84.023,2812748,3101397
84.063,2812803,3101598
84.103,2812840,3101691
84.145,2812806,3101628
84.185,2812823,3101559
84.225,2812847,3101551
84.265,2812856,3101603
84.305,2812872,3101700
84.345,2812888,3101805
84.352,2812912,3101868
84.392,2812869,3101728
84.432,2812684,3101183
84.472,2812511,3100674
84.512,2812462,3100513
84.557,2812453,3100524
84.597,2812505,3100656
84.637,2812576,3100908
84.677,2812628,3101128
84.717,2812686,3101348
84.761,2812733,3101532
84.801,2812783,3101674
84.841,2812818,3101736
84.881,2812820,3101752
84.921,2812838,3101787
84.963,2812847,3101797
85.003,2812797,3101669
85.043,2812647,3101193
85.083,2812517,3100793
85.123,2812454,3100632
85.165,2812454,3100660
85.205,2812521,3100826
85.245,2812587,3101049
85.285,2812644,3101229
85.325,2812685,3101358
85.371,2812718,3101473
85.411,2812749,3101554
85.451,2812750,3101572
85.491,2812764,3101618
85.531,2812812,3101714
85.572,2812817,3101774
85.612,2812809,3101739
85.652,2812671,3101315
85.692,2812446,3100683
85.732,2812344,3100368
85.778,2812326,3100335
85.818,2812381,3100474
85.858,2812459,3100763
85.898,2812528,3101032
85.938,2812593,3101184
85.983,2812652,3101360
86.023,2812692,3101500
86.063,2812730,3101616
86.103,2812754,3101697
86.143,2812773,3101773
86.186,2812791,3101831
86.226,2812783,3101823
86.266,2812687,3101498
86.306,2812501,3100932
86.346,2812379,3100578
86.391,2812336,3100491
86.431,2812367,3100596
86.471,2812437,3100822
86.511,2812493,3100983
86.551,2812513,3101076
86.596,2812547,3101159
86.636,2812567,3101243
86.676,2812590,3101346
86.716,2812625,3101447
86.756,2812656,3101560
86.8,2812670,3101631
86.84,2812695,3101661
86.88,2812714,3101711
86.92,2812717,3101757
86.96,2812614,3101480
87.007,2812428,3100890
87.047,2812287,3100486
87.087,2812266,3100421
87.127,2812327,3100667
87.167,2812432,3101000
87.213,2812505,3101221
87.253,2812545,3101366
87.293,2812568,3101441
87.333,2812601,3101532
87.373,2812630,3101634
87.413,2812654,3101723
87.418,2812678,3101758
87.458,2812689,3101810
87.498,2812692,3101852
87.538,2812707,3101882
87.578,2812715,3101904
87.619,2812674,3101817
87.659,2812539,3101359
87.699,2812389,3100882
87.739,2812323,3100714
87.779,2812352,3100882
87.824,2812442,3101177
87.864,2812515,3101356
87.904,2812546,3101453
87.944,2812561,3101494
87.984,2812591,3101570
88.028,2812608,3101673
88.068,2812643,3101792
88.108,2812662,3101871
88.148,2812669,3101899
88.188,2812674,3101932
88.232,2812686,3101957
88.272,2812704,3102013
88.312,2812678,3101941
88.352,2812571,3101591
88.392,2812438,3101185
88.435,2812382,3101009
88.475,2812394,3101055
88.515,2812436,3101186
88.555,2812474,3101345
88.595,2812508,3101461
88.635,2812535,3101548
88.675,2812559,3101627
88.715,2812579,3101685
88.755,2812594,3101738
88.795,2812615,3101800
88.842,2812617,3101839
88.882,2812644,3101876
88.922,2812659,3101917
88.962,2812668,3101966
89.002,2812652,3101917
89.045,2812514,3101488
89.085,2812349,3101007
89.125,2812287,3100819
89.165,2812301,3100845
89.205,2812326,3100956
89.245,2812378,3101121
89.252,2812425,3101244
89.292,2812435,3101323
89.332,2812453,3101375
89.372,2812474,3101414
89.412,2812488,3101458
89.454,2812515,3101564
89.494,2812557,3101691
89.534,2812587,3101769
89.574,2812597,3101864
89.614,2812625,3101939
89.661,2812591,3101854
89.701,2812465,3101447
89.741,2812302,3100982
89.781,2812230,3100784
89.821,2812253,3100860
89.867,2812330,3101123
89.907,2812398,3101332
89.947,2812431,3101434
89.987,2812466,3101499
90.027,2812502,3101589
90.073,2812519,3101651
90.113,2812534,3101709
90.153,2812547,3101779
90.193,2812573,3101841
90.233,2812606,3101922
90.277,2812611,3101964
90.317,2812626,3102025
90.357,2812595,3101946
90.397,2812466,3101526
90.437,2812330,3101131
90.482,2812286,3101018
90.522,2812307,3101105
90.562,2812366,3101289
90.602,2812423,3101464
90.642,2812457,3101588
90.682,2812494,3101699
90.684,2812524,3101774
90.724,2812541,3101829
90.764,2812558,3101878
90.804,2812584,3101982
90.844,2812623,3102085
90.886,2812631,3102145
90.926,2812655,3102165
90.966,2812661,3102221
91.006,2812635,3102130
91.046,2812510,3101720
91.088,2812364,3101255
91.128,2812284,3101062
91.168,2812308,3101119
91.208,2812365,3101306
91.248,2812419,3101512
91.289,2812463,3101621
91.329,2812475,3101682
91.369,2812497,3101731
91.409,2812523,3101788
91.449,2812529,3101841
91.489,2812546,3101904
91.529,2812566,3101970
91.569,2812586,3102028
91.609,2812595,3102071
91.649,2812603,3102105
91.692,2812595,3102085
91.732,2812474,3101731
91.772,2812294,3101150
91.812,2812183,3100850
91.852,2812174,3100852
91.896,2812235,3101062
91.936,2812311,3101321
91.976,2812370,3101498
92.016,2812411,3101621
92.056,2812437,3101698
92.101,2812465,3101802
92.141,2812501,3101893
92.181,2812535,3101987
92.221,2812563,3102049
92.261,2812588,3102113
92.306,2812617,3102150
92.346,2812627,3102230
92.386,2812625,3102213
92.426,2812528,3101919
92.466,2812398,3101509
92.507,2812349,3101359
92.547,2812338,3101410
92.587,2812401,3101564
92.627,2812472,3101712
92.667,2812488,3101774
