Time (s),Red,IR
62.64,1980515,1968430
62.68,1980201,1967941
62.72,1980254,1967830
62.78,1980818,1968165
62.82,1980608,1967985
62.86,1980139,1967639
62.9,1980398,1967894
62.94,1980682,1968151
62.98,1980453,1968023
62.983,1980398,1968032
63.023,1980541,1968204
63.063,1980334,1968131
63.103,1980313,1968198
63.143,1980601,1968505
63.201,1980454,1968461
63.241,1980144,1968306
63.281,1980338,1968542
63.321,1980560,1968785
63.361,1980599,1968834
63.422,1980579,1968660
63.462,1980290,1968223
63.502,1980306,1968098
63.542,1980850,1968414
63.582,1980872,1968380
63.622,1980269,1967979
63.643,1980392,1968142
63.683,1980808,1968499
63.723,1980653,1968427
63.763,1980596,1968441
63.803,1980627,1968537
63.864,1980464,1968450
63.904,1980472,1968571
63.944,1980792,1968901
63.984,1980616,1968826
64.024,1980294,1968667
64.064,1980468,1968883
64.066,1980661,1969110
64.106,1980877,1969296
64.146,1980727,1969028
64.186,1980260,1968503
64.226,1980584,1968641
64.285,1981149,1968990
64.325,1980892,1968762
64.365,1980299,1968385
64.405,1980503,1968600
64.445,1980974,1969000
64.506,1981035,1969089
64.546,1980779,1968946
64.586,1980527,1968818
64.626,1980728,1969039
64.666,1981094,1969393
64.726,1980743,1969262
64.766,1980777,1969422
64.806,1981032,1969624
64.846,1981318,1969905
64.886,1981428,1969888
64.945,1980932,1969336
64.985,1980949,1969214
65.025,1981710,1969690
65.065,1981526,1969487
65.105,1980833,1968985
65.146,1981049,1969213
65.186,1981486,1969580
65.226,1981355,1969507
65.266,1981287,1969512
65.306,1981216,1969507
65.365,1981166,1969540
65.405,1981311,1969717
65.445,1981468,1969893
65.485,1981186,1969737
65.525,1981111,1969754
65.565,1981408,1970051
65.586,1981542,1970204
65.626,1981616,1970187
65.666,1981484,1969875
65.706,1981051,1969359
65.746,1981710,1969731
65.807,1982336,1970081
65.847,1981710,1969582
65.887,1981259,1969274
65.927,1981590,1969595
65.967,1982066,1969969
66.007,1981956,1969899
66.027,1981502,1969590
66.067,1981347,1969557
66.107,1981546,1969777
66.147,1981748,1969994
66.187,1981558,1969904
66.228,1981099,1969616
66.268,1981197,1969775
66.308,1981530,1970096
66.348,1981845,1970332
66.388,1981617,1969969
66.448,1981005,1969266
66.488,1981303,1969323
66.528,1982175,1969850
66.568,1982014,1969614
66.608,1981121,1968961
66.648,1981314,1969165
66.668,1981894,1969640
66.708,1981961,1969694
66.748,1981547,1969450
66.788,1981414,1969386
66.828,1981513,1969536
66.869,1981694,1969726
66.909,1981712,1969817
66.949,1981401,1969636
66.989,1981186,1969547
67.029,1981484,1969851
67.088,1981956,1970253
67.128,1982001,1970199
67.168,1981402,1969501
67.208,1981182,1969120
67.248,1981973,1969559
67.289,1981534,1969041
67.329,1981289,1968932
67.369,1981734,1969316
67.409,1982015,1969542
67.509,1981524,1969248
67.549,1981487,1969287
67.589,1981563,1969415
67.629,1981871,1969714
67.669,1981839,1969741
67.729,1981352,1969441
67.769,1981380,1969532
67.809,1981791,1969868
67.849,1982032,1970131
67.889,1981839,1969819
67.931,1981368,1969019
67.971,1982195,1969489
68.011,1982147,1969343
68.051,1981331,1968724
68.15,1981745,1969151
68.19,1981833,1969230
68.23,1981770,1969222
68.27,1981501,1969061
68.31,1981298,1968977
68.352,1981587,1969276
68.392,1981849,1969527
68.432,1981572,1969363
68.472,1981185,1969142
68.512,1981472,1969452
68.552,1981872,1969822
68.592,1981927,1969873
68.632,1981632,1969457
68.672,1981228,1968917
68.712,1981648,1969030
68.773,1982245,1969395
68.813,1981848,1969039
68.853,1981260,1968640
68.893,1981532,1968906
68.933,1981891,1969202
68.994,1981913,1969235
69.034,1981689,1969115
69.074,1981428,1968973
69.114,1981596,1969183
69.154,1982014,1969559
69.194,1982064,1969648
69.214,1981929,1969613
69.254,1981964,1969712
69.294,1982212,1969968
69.334,1982032,1969875
69.374,1981847,1969643
69.435,1981216,1968935
69.475,1980798,1968413
69.515,1981206,1968599
69.555,1981441,1968669
69.595,1981539,1968707
69.635,1981804,1968981
69.656,1981615,1968846
69.696,1981321,1968649
69.736,1980964,1968430
69.776,1980137,1967829
69.816,1978617,1966804
69.875,1978973,1967140
69.915,1980092,1968043
69.955,1979513,1967616
69.995,1978512,1966927
70.035,1978747,1967200
70.075,1980100,1968253
70.095,1980606,1968637
70.135,1979976,1967934
70.175,1980347,1967963
70.215,1981006,1968247
70.255,1982499,1969202
70.296,1982727,1969274
70.336,1981589,1968407
70.376,1981343,1968299
70.416,1981743,1968637
70.456,1981679,1968597
70.515,1981156,1968263
70.555,1980888,1968123
70.595,1980620,1967980
70.635,1980342,1967860
70.675,1980580,1968129
70.715,1980826,1968393
70.717,1980201,1968042
70.757,1979407,1967494
70.797,1978778,1967184
70.837,1978904,1967237
70.877,1979239,1967285
70.937,1978461,1966479
70.977,1979277,1966945
71.017,1980321,1967615
71.057,1979899,1967283
71.097,1980997,1968198
71.158,1982213,1969129
71.198,1981512,1968649
71.238,1979921,1967527
71.278,1981722,1968982
71.318,1983381,1970277
71.359,1981667,1969100
71.399,1980765,1968518
71.439,1981290,1969042
71.479,1981170,1969004
71.577,1981123,1969184
71.617,1981693,1969525
71.657,1980623,1968519
71.697,1980572,1968328
71.737,1982185,1969525
71.78,1983140,1970057
